term	valence	score	raw-score
seriously	negative	-0.0275	4.89
skimpy	negative	-0.0275	4.89
squish	negative	-0.0275	4.89
stairwell	negative	-0.0275	4.89
steering	negative	-0.0275	4.89
sullen	negative	-0.0275	4.89
thermodynamic	negative	-0.0275	4.89
tidings	negative	-0.0275	4.89
tired	negative	-0.0275	4.89
admit	negative	-0.025	4.9
altimeter	negative	-0.025	4.9
amendment	negative	-0.025	4.9
avalanche	negative	-0.025	4.9
backside	negative	-0.025	4.9
bluster	negative	-0.025	4.9
brave	negative	-0.025	4.9
brick	negative	-0.025	4.9
brontosaurus	negative	-0.025	4.9
canal	negative	-0.025	4.9
centigrade	negative	-0.025	4.9
conscious	negative	-0.025	4.9
delayed	negative	-0.025	4.9
deuterium	negative	-0.025	4.9
diatom	negative	-0.025	4.9
diffusion	negative	-0.025	4.9
drawing-room	negative	-0.025	4.9
drop	negative	-0.025	4.9
efficacy	negative	-0.025	4.9
embankment	negative	-0.025	4.9
exodus	negative	-0.025	4.9
expire	negative	-0.025	4.9
externally	negative	-0.025	4.9
fibrous	negative	-0.025	4.9
first-floor	negative	-0.025	4.9
fresh-water	negative	-0.025	4.9
fuselage	negative	-0.025	4.9
gin	negative	-0.025	4.9
gregarious	negative	-0.025	4.9
happen	negative	-0.025	4.9
inadequate	negative	-0.025	4.9
jowl	negative	-0.025	4.9
keno	negative	-0.025	4.9
leap	negative	-0.025	4.9
lioness	negative	-0.025	4.9
malady	negative	-0.025	4.9
manifold	negative	-0.025	4.9
mike	negative	-0.025	4.9
mimeograph	negative	-0.025	4.9
modified	negative	-0.025	4.9
nursing	negative	-0.025	4.9
osmotic	negative	-0.025	4.9
pathetic	negative	-0.025	4.9
piety	negative	-0.025	4.9
reporting	negative	-0.025	4.9
reptile	negative	-0.025	4.9
restrictive	negative	-0.025	4.9
retard	negative	-0.025	4.9
revolt	negative	-0.025	4.9
scaffolding	negative	-0.025	4.9
shadowy	negative	-0.025	4.9
shank	negative	-0.025	4.9
sludge	negative	-0.025	4.9
stabilizer	negative	-0.025	4.9
striate	negative	-0.025	4.9
tenon	negative	-0.025	4.9
thong	negative	-0.025	4.9
tighten	negative	-0.025	4.9
till	negative	-0.025	4.9
tough	negative	-0.025	4.9
troposphere	negative	-0.025	4.9
unanimous	negative	-0.025	4.9
unbroken	negative	-0.025	4.9
unpopular	negative	-0.025	4.9
vehicle	negative	-0.025	4.9
weak	negative	-0.025	4.9
wobble	negative	-0.025	4.9
worn-out	negative	-0.025	4.9
wrist	negative	-0.025	4.9
anatomist	negative	-0.0225	4.91
asphalt	negative	-0.0225	4.91
avail	negative	-0.0225	4.91
backbone	negative	-0.0225	4.91
balk	negative	-0.0225	4.91
bc	negative	-0.0225	4.91
budget	negative	-0.0225	4.91
bushing	negative	-0.0225	4.91
cellar	negative	-0.0225	4.91
cheat	negative	-0.0225	4.91
clon	negative	-0.0225	4.91
comforting	negative	-0.0225	4.91
dandruff	negative	-0.0225	4.91
disruptive	negative	-0.0225	4.91
dormant	negative	-0.0225	4.91
drink	negative	-0.0225	4.91
enact	negative	-0.0225	4.91
federal	negative	-0.0225	4.91
fierceness	negative	-0.0225	4.91
fin	negative	-0.0225	4.91
fiscal	negative	-0.0225	4.91
formidable	negative	-0.0225	4.91
genetically	negative	-0.0225	4.91
hassle	negative	-0.0225	4.91
hypothalamus	negative	-0.0225	4.91
interbreed	negative	-0.0225	4.91
isolation	negative	-0.0225	4.91
lay	negative	-0.0225	4.91
ledge	negative	-0.0225	4.91
lifesaving	negative	-0.0225	4.91
lorry	negative	-0.0225	4.91
masterful	negative	-0.0225	4.91
one-year	negative	-0.0225	4.91
oxygen	negative	-0.0225	4.91
prewar	negative	-0.0225	4.91
propaganda	negative	-0.0225	4.91
quadrangle	negative	-0.0225	4.91
razor	negative	-0.0225	4.91
replacement	negative	-0.0225	4.91
sally	negative	-0.0225	4.91
scavenger	negative	-0.0225	4.91
secondhand	negative	-0.0225	4.91
sensor	negative	-0.0225	4.91
smelt	negative	-0.0225	4.91
subterranean	negative	-0.0225	4.91
suspicion	negative	-0.0225	4.91
talon	negative	-0.0225	4.91
tempt	negative	-0.0225	4.91
titanic	negative	-0.0225	4.91
transplantation	negative	-0.0225	4.91
ventricular	negative	-0.0225	4.91
whimper	negative	-0.0225	4.91
wick	negative	-0.0225	4.91
yeast	negative	-0.0225	4.91
anterior	negative	-0.02	4.92
baleen	negative	-0.02	4.92
carrier	negative	-0.02	4.92
chase	negative	-0.02	4.92
chorion	negative	-0.02	4.92
cleanly	negative	-0.02	4.92
cochlea	negative	-0.02	4.92
command	negative	-0.02	4.92
commute	negative	-0.02	4.92
cultivator	negative	-0.02	4.92
cut	negative	-0.02	4.92
cylinder	negative	-0.02	4.92
dealings	negative	-0.02	4.92
densely	negative	-0.02	4.92
despondent	negative	-0.02	4.92
deviant	negative	-0.02	4.92
dishevel	negative	-0.02	4.92
divert	negative	-0.02	4.92
dodder	negative	-0.02	4.92
doing	negative	-0.02	4.92
heck	negative	-0.02	4.92
illusion	negative	-0.02	4.92
inverted	negative	-0.02	4.92
kindness	negative	-0.02	4.92
lava	negative	-0.02	4.92
loosen	negative	-0.02	4.92
manifestation	negative	-0.02	4.92
marmot	negative	-0.02	4.92
mitre	negative	-0.02	4.92
nail	negative	-0.02	4.92
nectar	negative	-0.02	4.92
notochord	negative	-0.02	4.92
pew	negative	-0.02	4.92
protrude	negative	-0.02	4.92
restrain	negative	-0.02	4.92
self-esteem	negative	-0.02	4.92
shark	negative	-0.02	4.92
skeleton	negative	-0.02	4.92
slough	negative	-0.02	4.92
soak	negative	-0.02	4.92
speeding	negative	-0.02	4.92
temperance	negative	-0.02	4.92
tick	negative	-0.02	4.92
tube	negative	-0.02	4.92
uncoil	negative	-0.02	4.92
undergo	negative	-0.02	4.92
unyield	negative	-0.02	4.92
used	negative	-0.02	4.92
viscosity	negative	-0.02	4.92
watershed	negative	-0.02	4.92
whale	negative	-0.02	4.92
wheedle	negative	-0.02	4.92
wriggle	negative	-0.02	4.92
accelerator	negative	-0.0175	4.93
aide	negative	-0.0175	4.93
banish	negative	-0.0175	4.93
be|have	negative	-0.0175	4.93
bondage	negative	-0.0175	4.93
boyfriend	negative	-0.0175	4.93
burner	negative	-0.0175	4.93
chap	negative	-0.0175	4.93
compel	negative	-0.0175	4.93
comply	negative	-0.0175	4.93
compress	negative	-0.0175	4.93
core	negative	-0.0175	4.93
deadline	negative	-0.0175	4.93
decrease	negative	-0.0175	4.93
desegregation	negative	-0.0175	4.93
difficulty	negative	-0.0175	4.93
elk	negative	-0.0175	4.93
encamp	negative	-0.0175	4.93
erosion	negative	-0.0175	4.93
fleet	negative	-0.0175	4.93
foot	negative	-0.0175	4.93
genie	negative	-0.0175	4.93
grass-root	negative	-0.0175	4.93
idiot	negative	-0.0175	4.93
interlace	negative	-0.0175	4.93
iron	negative	-0.0175	4.93
lie	negative	-0.0175	4.93
low-pressure	negative	-0.0175	4.93
metalworker	negative	-0.0175	4.93
mortify	negative	-0.0175	4.93
nozzle	negative	-0.0175	4.93
oxidation-reduction	negative	-0.0175	4.93
penance	negative	-0.0175	4.93
perchance	negative	-0.0175	4.93
peroxide	negative	-0.0175	4.93
petroleum	negative	-0.0175	4.93
phenotype	negative	-0.0175	4.93
pull	negative	-0.0175	4.93
radiocarbon	negative	-0.0175	4.93
regulate	negative	-0.0175	4.93
relax	negative	-0.0175	4.93
retrospect	negative	-0.0175	4.93
rove	negative	-0.0175	4.93
run	negative	-0.0175	4.93
scoop	negative	-0.0175	4.93
sinew	negative	-0.0175	4.93
sinner	negative	-0.0175	4.93
spook	negative	-0.0175	4.93
squid	negative	-0.0175	4.93
straighten	negative	-0.0175	4.93
strew	negative	-0.0175	4.93
thumb	negative	-0.0175	4.93
toothbrush	negative	-0.0175	4.93
upon	negative	-0.0175	4.93
ventral	negative	-0.0175	4.93
vintage	negative	-0.0175	4.93
volcanic	negative	-0.0175	4.93
widowed	negative	-0.0175	4.93
woolly	negative	-0.0175	4.93
apparently	negative	-0.015	4.94
apparition	negative	-0.015	4.94
awaken	negative	-0.015	4.94
barbarism	negative	-0.015	4.94
belch	negative	-0.015	4.94
booming	negative	-0.015	4.94
chisel	negative	-0.015	4.94
claimant	negative	-0.015	4.94
cleaning	negative	-0.015	4.94
coldness	negative	-0.015	4.94
congest	negative	-0.015	4.94
copyright	negative	-0.015	4.94
dinosaur	negative	-0.015	4.94
disaffirm	negative	-0.015	4.94
discriminatory	negative	-0.015	4.94
dismiss	negative	-0.015	4.94
encumbrance	negative	-0.015	4.94
estrange	negative	-0.015	4.94
foreigner	negative	-0.015	4.94
grime	negative	-0.015	4.94
high-voltage	negative	-0.015	4.94
huddle	negative	-0.015	4.94
hydraulic	negative	-0.015	4.94
idleness	negative	-0.015	4.94
incorporation	negative	-0.015	4.94
indigenous	negative	-0.015	4.94
injustice	negative	-0.015	4.94
jerk	negative	-0.015	4.94
lithium	negative	-0.015	4.94
lobbyist	negative	-0.015	4.94
luck	negative	-0.015	4.94
mandatory	negative	-0.015	4.94
monsoon	negative	-0.015	4.94
moody	negative	-0.015	4.94
nullify	negative	-0.015	4.94
oddly	negative	-0.015	4.94
overlie	negative	-0.015	4.94
partial	negative	-0.015	4.94
perk	negative	-0.015	4.94
physiological	negative	-0.015	4.94
procedural	negative	-0.015	4.94
proclaim	negative	-0.015	4.94
psi	negative	-0.015	4.94
radar	negative	-0.015	4.94
reconstruct	negative	-0.015	4.94
roughness	negative	-0.015	4.94
shit	negative	-0.015	4.94
sill	negative	-0.015	4.94
sliver	negative	-0.015	4.94
socket	negative	-0.015	4.94
spiked	negative	-0.015	4.94
spontaneously	negative	-0.015	4.94
squeeze	negative	-0.015	4.94
stack	negative	-0.015	4.94
steel	negative	-0.015	4.94
stigmatize	negative	-0.015	4.94
stimulate	negative	-0.015	4.94
stonemason	negative	-0.015	4.94
sucking	negative	-0.015	4.94
testimonial	negative	-0.015	4.94
third-world	negative	-0.015	4.94
timely	negative	-0.015	4.94
toenail	negative	-0.015	4.94
unkempt	negative	-0.015	4.94
unlock	negative	-0.015	4.94
useless	negative	-0.015	4.94
volatile	negative	-0.015	4.94
vow	negative	-0.015	4.94
wicked	negative	-0.015	4.94
acetylene	negative	-0.0125	4.95
acre	negative	-0.0125	4.95
admittedly	negative	-0.0125	4.95
adult	negative	-0.0125	4.95
alien	negative	-0.0125	4.95
ankle	negative	-0.0125	4.95
anthracite	negative	-0.0125	4.95
apothecary	negative	-0.0125	4.95
arm	negative	-0.0125	4.95
back-country	negative	-0.0125	4.95
biosphere	negative	-0.0125	4.95
blankly	negative	-0.0125	4.95
blowhole	negative	-0.0125	4.95
blue-green	negative	-0.0125	4.95
capsize	negative	-0.0125	4.95
caring	negative	-0.0125	4.95
cellulose	negative	-0.0125	4.95
commander-in-chief	negative	-0.0125	4.95
confuse	negative	-0.0125	4.95
copse	negative	-0.0125	4.95
custodian	negative	-0.0125	4.95
cyclone	negative	-0.0125	4.95
drip	negative	-0.0125	4.95
dysfunction	negative	-0.0125	4.95
expertly	negative	-0.0125	4.95
floorboard	negative	-0.0125	4.95
gill	negative	-0.0125	4.95
greenback	negative	-0.0125	4.95
halt	negative	-0.0125	4.95
hawk	negative	-0.0125	4.95
hidden	negative	-0.0125	4.95
inflate	negative	-0.0125	4.95
intentionally	negative	-0.0125	4.95
intersection	negative	-0.0125	4.95
isolate	negative	-0.0125	4.95
jellyfish	negative	-0.0125	4.95
ketone	negative	-0.0125	4.95
kid	negative	-0.0125	4.95
lair	negative	-0.0125	4.95
leftist	negative	-0.0125	4.95
legitimately	negative	-0.0125	4.95
morsel	negative	-0.0125	4.95
occupy	negative	-0.0125	4.95
onto	negative	-0.0125	4.95
priest	negative	-0.0125	4.95
rattle	negative	-0.0125	4.95
scorch	negative	-0.0125	4.95
shuck	negative	-0.0125	4.95
solitude	negative	-0.0125	4.95
soviet	negative	-0.0125	4.95
suffragist	negative	-0.0125	4.95
tang	negative	-0.0125	4.95
traffic	negative	-0.0125	4.95
tread	negative	-0.0125	4.95
trowel	negative	-0.0125	4.95
truck	negative	-0.0125	4.95
unsaturated	negative	-0.0125	4.95
venison	negative	-0.0125	4.95
weight	negative	-0.0125	4.95
wham	negative	-0.0125	4.95
alternator	negative	-0.01	4.96
appease	negative	-0.01	4.96
arbor	negative	-0.01	4.96
authorize	negative	-0.01	4.96
better	negative	-0.01	4.96
boo	negative	-0.01	4.96
borderline	negative	-0.01	4.96
boron	negative	-0.01	4.96
botanical	negative	-0.01	4.96
brake	negative	-0.01	4.96
butcher	negative	-0.01	4.96
cam	negative	-0.01	4.96
cartilage	negative	-0.01	4.96
clatter	negative	-0.01	4.96
concede	negative	-0.01	4.96
congress	negative	-0.01	4.96
coyote	negative	-0.01	4.96
daze	negative	-0.01	4.96
droplet	negative	-0.01	4.96
feverishly	negative	-0.01	4.96
fiery	negative	-0.01	4.96
flask	negative	-0.01	4.96
funeral	negative	-0.01	4.96
gaffer	negative	-0.01	4.96
gorge	negative	-0.01	4.96
grunt	negative	-0.01	4.96
hardship	negative	-0.01	4.96
hearer	negative	-0.01	4.96
high-powered	negative	-0.01	4.96
insufficient	negative	-0.01	4.96
keratin	negative	-0.01	4.96
leaky	negative	-0.01	4.96
liability	negative	-0.01	4.96
limpet	negative	-0.01	4.96
lurch	negative	-0.01	4.96
matted	negative	-0.01	4.96
meditate	negative	-0.01	4.96
millionaire	negative	-0.01	4.96
mistake	negative	-0.01	4.96
misunderstanding	negative	-0.01	4.96
moor	negative	-0.01	4.96
perceptual	negative	-0.01	4.96
piles	negative	-0.01	4.96
placid	negative	-0.01	4.96
plunder	negative	-0.01	4.96
preacher	negative	-0.01	4.96
repairman	negative	-0.01	4.96
sedition	negative	-0.01	4.96
self-determination	negative	-0.01	4.96
silt	negative	-0.01	4.96
solitary	negative	-0.01	4.96
spoilage	negative	-0.01	4.96
thrashing	negative	-0.01	4.96
three-part	negative	-0.01	4.96
uneducated	negative	-0.01	4.96
unnecessarily	negative	-0.01	4.96
villainy	negative	-0.01	4.96
well-light	negative	-0.01	4.96
adrenal	negative	-0.0075	4.97
aeronautical	negative	-0.0075	4.97
agrarian	negative	-0.0075	4.97
annex	negative	-0.0075	4.97
apex	negative	-0.0075	4.97
avoid	negative	-0.0075	4.97
baseline	negative	-0.0075	4.97
befall	negative	-0.0075	4.97
betwixt	negative	-0.0075	4.97
blatant	negative	-0.0075	4.97
built-up	negative	-0.0075	4.97
commutator	negative	-0.0075	4.97
congressional	negative	-0.0075	4.97
controversial	negative	-0.0075	4.97
cringe	negative	-0.0075	4.97
cutoff	negative	-0.0075	4.97
decade	negative	-0.0075	4.97
defile	negative	-0.0075	4.97
distantly	negative	-0.0075	4.97
dryness	negative	-0.0075	4.97
during	negative	-0.0075	4.97
enforceable	negative	-0.0075	4.97
fate	negative	-0.0075	4.97
forfeit	negative	-0.0075	4.97
gallop	negative	-0.0075	4.97
galvanized	negative	-0.0075	4.97
gore	negative	-0.0075	4.97
gutter	negative	-0.0075	4.97
gypsum	negative	-0.0075	4.97
hive	negative	-0.0075	4.97
horsetail	negative	-0.0075	4.97
humerus	negative	-0.0075	4.97
icy	negative	-0.0075	4.97
imperialist	negative	-0.0075	4.97
indulgence	negative	-0.0075	4.97
insolence	negative	-0.0075	4.97
intermittent	negative	-0.0075	4.97
into	negative	-0.0075	4.97
jobless	negative	-0.0075	4.97
kindly	negative	-0.0075	4.97
levy	negative	-0.0075	4.97
limp	negative	-0.0075	4.97
metropolitan	negative	-0.0075	4.97
million	negative	-0.0075	4.97
miserably	negative	-0.0075	4.97
nose	negative	-0.0075	4.97
pained	negative	-0.0075	4.97
planter	negative	-0.0075	4.97
recollect	negative	-0.0075	4.97
reelection	negative	-0.0075	4.97
remake	negative	-0.0075	4.97
renewal	negative	-0.0075	4.97
seductive	negative	-0.0075	4.97
self-denial	negative	-0.0075	4.97
snare	negative	-0.0075	4.97
sorry	negative	-0.0075	4.97
spontaneous	negative	-0.0075	4.97
streamlined	negative	-0.0075	4.97
sublime	negative	-0.0075	4.97
sway	negative	-0.0075	4.97
tendon	negative	-0.0075	4.97
tetrachloride	negative	-0.0075	4.97
totalitarianism	negative	-0.0075	4.97
transmission	negative	-0.0075	4.97
treacherous	negative	-0.0075	4.97
triumvirate	negative	-0.0075	4.97
twist	negative	-0.0075	4.97
weakening	negative	-0.0075	4.97
weary	negative	-0.0075	4.97
whittle	negative	-0.0075	4.97
withhold	negative	-0.0075	4.97
age-old	negative	-0.005	4.98
alas	negative	-0.005	4.98
altitude	negative	-0.005	4.98
archduke	negative	-0.005	4.98
breath	negative	-0.005	4.98
brethren	negative	-0.005	4.98
chromatid	negative	-0.005	4.98
crystallize	negative	-0.005	4.98
deep-rooted	negative	-0.005	4.98
deer	negative	-0.005	4.98
derivative	negative	-0.005	4.98
derrick	negative	-0.005	4.98
discretion	negative	-0.005	4.98
displacement	negative	-0.005	4.98
dowel	negative	-0.005	4.98
fluster	negative	-0.005	4.98
geosyncline	negative	-0.005	4.98
gloomily	negative	-0.005	4.98
harper	negative	-0.005	4.98
hiss	negative	-0.005	4.98
hydroxide	negative	-0.005	4.98
iceberg	negative	-0.005	4.98
ignore	negative	-0.005	4.98
injector	negative	-0.005	4.98
jigsaw	negative	-0.005	4.98
jointer	negative	-0.005	4.98
languid	negative	-0.005	4.98
muscle	negative	-0.005	4.98
musty	negative	-0.005	4.98
obedience	negative	-0.005	4.98
outraged	negative	-0.005	4.98
pelvis	negative	-0.005	4.98
perpetual	negative	-0.005	4.98
powerless	negative	-0.005	4.98
prenatal	negative	-0.005	4.98
profess	negative	-0.005	4.98
proletariat	negative	-0.005	4.98
puddle	negative	-0.005	4.98
purify	negative	-0.005	4.98
quietly	negative	-0.005	4.98
racialism	negative	-0.005	4.98
rubbing	negative	-0.005	4.98
shack	negative	-0.005	4.98
shalt	negative	-0.005	4.98
steamy	negative	-0.005	4.98
stonecutter	negative	-0.005	4.98
striation	negative	-0.005	4.98
tame	negative	-0.005	4.98
tire	negative	-0.005	4.98
unfasten	negative	-0.005	4.98
unfulfilled	negative	-0.005	4.98
unroll	negative	-0.005	4.98
utterly	negative	-0.005	4.98
waver	negative	-0.005	4.98
whalebone	negative	-0.005	4.98
wrapping	negative	-0.005	4.98
wrongly	negative	-0.005	4.98
adrift	negative	-0.0025	4.99
advisable	negative	-0.0025	4.99
aldehyde	negative	-0.0025	4.99
anaerobic	negative	-0.0025	4.99
authorization	negative	-0.0025	4.99
bedrock	negative	-0.0025	4.99
blade	negative	-0.0025	4.99
brig	negative	-0.0025	4.99
chalk	negative	-0.0025	4.99
chemically	negative	-0.0025	4.99
coelacanth	negative	-0.0025	4.99
croak	negative	-0.0025	4.99
deformation	negative	-0.0025	4.99
diagonally	negative	-0.0025	4.99
doldrums	negative	-0.0025	4.99
dubious	negative	-0.0025	4.99
FALSE	negative	-0.0025	4.99
famish	negative	-0.0025	4.99
favored	negative	-0.0025	4.99
foreign	negative	-0.0025	4.99
glare	negative	-0.0025	4.99
herder	negative	-0.0025	4.99
housemaid	negative	-0.0025	4.99
inasmuch	negative	-0.0025	4.99
inspection	negative	-0.0025	4.99
irresponsible	negative	-0.0025	4.99
knapsack	negative	-0.0025	4.99
lavatory	negative	-0.0025	4.99
limply	negative	-0.0025	4.99
long-standing	negative	-0.0025	4.99
mercilessly	negative	-0.0025	4.99
morally	negative	-0.0025	4.99
off	negative	-0.0025	4.99
papilla	negative	-0.0025	4.99
pasteurize	negative	-0.0025	4.99
pinhead	negative	-0.0025	4.99
pivot	negative	-0.0025	4.99
playful	negative	-0.0025	4.99
quartzite	negative	-0.0025	4.99
reusable	negative	-0.0025	4.99
rumble	negative	-0.0025	4.99
runway	negative	-0.0025	4.99
showdown	negative	-0.0025	4.99
smart	negative	-0.0025	4.99
snigger	negative	-0.0025	4.99
solenoid	negative	-0.0025	4.99
something	negative	-0.0025	4.99
southern	negative	-0.0025	4.99
spine	negative	-0.0025	4.99
stern	negative	-0.0025	4.99
thorn	negative	-0.0025	4.99
tickler	negative	-0.0025	4.99
tribesman	negative	-0.0025	4.99
unlearned	negative	-0.0025	4.99
unwarranted	negative	-0.0025	4.99
utterance	negative	-0.0025	4.99
vein	negative	-0.0025	4.99
victor	negative	-0.0025	4.99
well-train	negative	-0.0025	4.99
amalgam	positive	0.0025	5.01
awkwardly	positive	0.0025	5.01
baffle	positive	0.0025	5.01
barbarian	positive	0.0025	5.01
bolt	positive	0.0025	5.01
breastbone	positive	0.0025	5.01
bristly	positive	0.0025	5.01
centromere	positive	0.0025	5.01
chimney	positive	0.0025	5.01
complacency	positive	0.0025	5.01
confide	positive	0.0025	5.01
congressman	positive	0.0025	5.01
crab	positive	0.0025	5.01
cutter	positive	0.0025	5.01
decidedly	positive	0.0025	5.01
dingy	positive	0.0025	5.01
drift	positive	0.0025	5.01
fanaticism	positive	0.0025	5.01
filings	positive	0.0025	5.01
fishy	positive	0.0025	5.01
flue	positive	0.0025	5.01
force	positive	0.0025	5.01
freeman	positive	0.0025	5.01
futile	positive	0.0025	5.01
gale	positive	0.0025	5.01
guarded	positive	0.0025	5.01
hairline	positive	0.0025	5.01
hasty	positive	0.0025	5.01
hearse	positive	0.0025	5.01
hernia	positive	0.0025	5.01
insist	positive	0.0025	5.01
knowingly	positive	0.0025	5.01
lath	positive	0.0025	5.01
lichen	positive	0.0025	5.01
lifeless	positive	0.0025	5.01
menstrual	positive	0.0025	5.01
miscarriage	positive	0.0025	5.01
molten	positive	0.0025	5.01
monotonously	positive	0.0025	5.01
morpheme	positive	0.0025	5.01
northerly	positive	0.0025	5.01
piece	positive	0.0025	5.01
pity	positive	0.0025	5.01
populace	positive	0.0025	5.01
query	positive	0.0025	5.01
raiser	positive	0.0025	5.01
reaper	positive	0.0025	5.01
rib	positive	0.0025	5.01
roam	positive	0.0025	5.01
rotor	positive	0.0025	5.01
scenario	positive	0.0025	5.01
self-worth	positive	0.0025	5.01
shiver	positive	0.0025	5.01
shoal	positive	0.0025	5.01
shush	positive	0.0025	5.01
silent	positive	0.0025	5.01
slow-moving	positive	0.0025	5.01
stag	positive	0.0025	5.01
stoma	positive	0.0025	5.01
stranger	positive	0.0025	5.01
tack	positive	0.0025	5.01
tail	positive	0.0025	5.01
telepathy	positive	0.0025	5.01
territory	positive	0.0025	5.01
thereafter	positive	0.0025	5.01
transeunt	positive	0.0025	5.01
trawler	positive	0.0025	5.01
tyrant	positive	0.0025	5.01
tyre	positive	0.0025	5.01
unequally	positive	0.0025	5.01
unholy	positive	0.0025	5.01
vain	positive	0.0025	5.01
valve	positive	0.0025	5.01
vane	positive	0.0025	5.01
wary	positive	0.0025	5.01
wooden	positive	0.0025	5.01
affirm	positive	0.005	5.02
awry	positive	0.005	5.02
bankrupt	positive	0.005	5.02
barely	positive	0.005	5.02
bee	positive	0.005	5.02
bottle	positive	0.005	5.02
buttock	positive	0.005	5.02
buzzard	positive	0.005	5.02
calliper	positive	0.005	5.02
catch	positive	0.005	5.02
clause	positive	0.005	5.02
cleaner	positive	0.005	5.02
clue	positive	0.005	5.02
coefficient	positive	0.005	5.02
confer	positive	0.005	5.02
cutting	positive	0.005	5.02
deflect	positive	0.005	5.02
din	positive	0.005	5.02
distillation	positive	0.005	5.02
domesticate	positive	0.005	5.02
embalm	positive	0.005	5.02
exit	positive	0.005	5.02
expressway	positive	0.005	5.02
foolish	positive	0.005	5.02
frontiersman	positive	0.005	5.02
fucus	positive	0.005	5.02
grease	positive	0.005	5.02
harden	positive	0.005	5.02
holistic	positive	0.005	5.02
jest	positive	0.005	5.02
jolt	positive	0.005	5.02
leader	positive	0.005	5.02
loll	positive	0.005	5.02
mantel	positive	0.005	5.02
manure	positive	0.005	5.02
mastiff	positive	0.005	5.02
mistaken	positive	0.005	5.02
niacin	positive	0.005	5.02
obelisk	positive	0.005	5.02
overhear	positive	0.005	5.02
oxyacetylene	positive	0.005	5.02
perilous	positive	0.005	5.02
pharmacy	positive	0.005	5.02
prepay	positive	0.005	5.02
provisional	positive	0.005	5.02
pulpit	positive	0.005	5.02
quench	positive	0.005	5.02
ragged	positive	0.005	5.02
relish	positive	0.005	5.02
right-of-way	positive	0.005	5.02
round	positive	0.005	5.02
sad	positive	0.005	5.02
sandstorm	positive	0.005	5.02
scalp	positive	0.005	5.02
screw	positive	0.005	5.02
scuffle	positive	0.005	5.02
sheik	positive	0.005	5.02
silicone	positive	0.005	5.02
staircase	positive	0.005	5.02
substantive	positive	0.005	5.02
thicket	positive	0.005	5.02
towards	positive	0.005	5.02
translational	positive	0.005	5.02
trapped	positive	0.005	5.02
trespasser	positive	0.005	5.02
truant	positive	0.005	5.02
tuber	positive	0.005	5.02
turtle	positive	0.005	5.02
unforesee	positive	0.005	5.02
veterinarian	positive	0.005	5.02
volcano	positive	0.005	5.02
whereof	positive	0.005	5.02
widower	positive	0.005	5.02
wither	positive	0.005	5.02
worldwide	positive	0.005	5.02
altruism	positive	0.0075	5.03
bewitch	positive	0.0075	5.03
biochemist	positive	0.0075	5.03
blotch	positive	0.0075	5.03
border	positive	0.0075	5.03
canister	positive	0.0075	5.03
cautiously	positive	0.0075	5.03
cold-blooded	positive	0.0075	5.03
comical	positive	0.0075	5.03
consecrate	positive	0.0075	5.03
coolant	positive	0.0075	5.03
courage	positive	0.0075	5.03
crumpled	positive	0.0075	5.03
deficient	positive	0.0075	5.03
demolish	positive	0.0075	5.03
diplomat	positive	0.0075	5.03
eggbeater	positive	0.0075	5.03
factory	positive	0.0075	5.03
fluctuation	positive	0.0075	5.03
galvanometer	positive	0.0075	5.03
habitation	positive	0.0075	5.03
hamper	positive	0.0075	5.03
helmsman	positive	0.0075	5.03
hip	positive	0.0075	5.03
hog	positive	0.0075	5.03
inorganic	positive	0.0075	5.03
inscription	positive	0.0075	5.03
lard	positive	0.0075	5.03
leech	positive	0.0075	5.03
light-skinned	positive	0.0075	5.03
litmus	positive	0.0075	5.03
machete	positive	0.0075	5.03
manpower	positive	0.0075	5.03
migrant	positive	0.0075	5.03
misty	positive	0.0075	5.03
misunderstand	positive	0.0075	5.03
monetary	positive	0.0075	5.03
motor	positive	0.0075	5.03
muskrat	positive	0.0075	5.03
naturalize	positive	0.0075	5.03
nimbly	positive	0.0075	5.03
opposing	positive	0.0075	5.03
ostracize	positive	0.0075	5.03
ouch	positive	0.0075	5.03
overpass	positive	0.0075	5.03
passer-by	positive	0.0075	5.03
penetrate	positive	0.0075	5.03
prefix	positive	0.0075	5.03
proviso	positive	0.0075	5.03
rate	positive	0.0075	5.03
realistically	positive	0.0075	5.03
reasonable	positive	0.0075	5.03
rectory	positive	0.0075	5.03
retrace	positive	0.0075	5.03
rotary	positive	0.0075	5.03
savanna	positive	0.0075	5.03
sawdust	positive	0.0075	5.03
scrupulously	positive	0.0075	5.03
secured	positive	0.0075	5.03
sharply	positive	0.0075	5.03
sheep	positive	0.0075	5.03
shipyard	positive	0.0075	5.03
showing	positive	0.0075	5.03
six-inch	positive	0.0075	5.03
skyward	positive	0.0075	5.03
snatcher	positive	0.0075	5.03
soluble	positive	0.0075	5.03
soothing	positive	0.0075	5.03
tangle	positive	0.0075	5.03
tier	positive	0.0075	5.03
unjust	positive	0.0075	5.03
unused	positive	0.0075	5.03
vibrator	positive	0.0075	5.03
widow	positive	0.0075	5.03
anal	positive	0.01	5.04
area	positive	0.01	5.04
argon	positive	0.01	5.04
arguer	positive	0.01	5.04
astern	positive	0.01	5.04
attribution	positive	0.01	5.04
blindfold	positive	0.01	5.04
bloodless	positive	0.01	5.04
bony	positive	0.01	5.04
bourgeois	positive	0.01	5.04
calcium	positive	0.01	5.04
cannonball	positive	0.01	5.04
